N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
2.154000E+13 1.778E+15 297 3.800E-4 1.127733E-1 7.785700E+0 3.681630E-1 7.500900E+1 1.333801E-1 9.585500E+0 3.801600E-1 7.561700E+1 1.5449681E+01 1.8776277E+01 3.1557765E+00 8.0405200E-01
3.162000E+13 1.778E+15 297 3.800E-4 9.988474E-2 6.683800E+0 3.597150E-1 7.440960E+1 1.195201E-1 8.349600E+0 3.721420E-1 7.508880E+1 1.6428500E+01 1.9950656E+01 3.3393167E+00 9.0452904E-01
4.642000E+13 1.778E+15 297 3.800E-4 8.787004E-2 5.682100E+0 3.508210E-1 7.372960E+1 1.062649E-1 7.197200E+0 3.637890E-1 7.447100E+1 1.7310382E+01 2.1051242E+01 3.5647037E+00 9.9555532E-01
6.813000E+13 1.778E+15 297 3.800E-4 7.684267E-2 4.784400E+0 3.414660E-1 7.293590E+1 9.380150E-2 6.140200E+0 3.550640E-1 7.374440E+1 1.8079487E+01 2.2080714E+01 3.8297321E+00 1.0963544E+00
1.000000E+14 1.778E+15 297 3.800E-4 6.686629E-2 3.990800E+0 3.315710E-1 7.200010E+1 8.226835E-2 5.185400E+0 3.459140E-1 7.288650E+1 1.8721732E+01 2.3037760E+01 4.1464063E+00 1.2161374E+00
1.000000E+10 1.778E+15 302 3.800E-4 2.999991E-1 2.811980E+1 4.735330E-1 7.917760E+1 3.009633E-1 2.834540E+1 4.741670E-1 7.945090E+1 3.2037129E-01 7.9589634E-01 1.3370817E-01 3.4398603E-01
1.468000E+10 1.778E+15 302 3.800E-4 2.989941E-1 2.788530E+1 4.719460E-1 7.904640E+1 3.003857E-1 2.820060E+1 4.729120E-1 7.940700E+1 4.6327105E-01 1.1180613E+00 2.0426633E-01 4.5411614E-01
2.154000E+10 1.778E+15 302 3.800E-4 2.975550E-1 2.756550E+1 4.697080E-1 7.889170E+1 2.995502E-1 2.799830E+1 4.711990E-1 7.934480E+1 6.6606532E-01 1.5458081E+00 3.1642682E-01 5.7105192E-01
3.162000E+10 1.778E+15 302 3.800E-4 2.955170E-1 2.713970E+1 4.665570E-1 7.873680E+1 2.983496E-1 2.772080E+1 4.688490E-1 7.926990E+1 9.4942309E-01 2.0962598E+00 4.8885675E-01 6.7251252E-01
4.642000E+10 1.778E+15 302 3.800E-4 2.926742E-1 2.658780E+1 4.624880E-1 7.857020E+1 2.966404E-1 2.734830E+1 4.657570E-1 7.917760E+1 1.3370397E+00 2.7807944E+00 7.0186814E-01 7.6713616E-01
6.813000E+10 1.778E+15 302 3.800E-4 2.887910E-1 2.589480E+1 4.573660E-1 7.841980E+1 2.942391E-1 2.686120E+1 4.619640E-1 7.904570E+1 1.8515894E+00 3.5977544E+00 9.9531565E-01 7.9182043E-01
1.000000E+11 1.778E+15 302 3.800E-4 2.836321E-1 2.505270E+1 4.513890E-1 7.827250E+1 2.909264E-1 2.624250E+1 4.573250E-1 7.889670E+1 2.5072664E+00 4.5338668E+00 1.2979828E+00 7.9116110E-01
1.468000E+11 1.778E+15 302 3.800E-4 2.770165E-1 2.406540E+1 4.447460E-1 7.813330E+1 2.864668E-1 2.548080E+1 4.520160E-1 7.871290E+1 3.2989163E+00 5.5547707E+00 1.6083501E+00 7.3634690E-01
2.154000E+11 1.778E+15 302 3.800E-4 2.688850E-1 2.294940E+1 4.378660E-1 7.796960E+1 2.806505E-1 2.457390E+1 4.460820E-1 7.851530E+1 4.1922248E+00 6.6106723E+00 1.8418138E+00 6.9502377E-01
3.162000E+11 1.778E+15 302 3.800E-4 2.593469E-1 2.173480E+1 4.309940E-1 7.777920E+1 2.733548E-1 2.353140E+1 4.398820E-1 7.827920E+1 5.1244390E+00 7.6349049E+00 2.0205419E+00 6.3873928E-01
4.642000E+11 1.778E+15 302 3.800E-4 2.486609E-1 2.045780E+1 4.241960E-1 7.757910E+1 2.646024E-1 2.237610E+1 4.333720E-1 7.805320E+1 6.0246997E+00 8.5729864E+00 2.1173495E+00 6.0740623E-01
6.813000E+11 1.778E+15 302 3.800E-4 2.371373E-1 1.915130E+1 4.176400E-1 7.734950E+1 2.545780E-1 2.114040E+1 4.269050E-1 7.780770E+1 6.8508276E+00 9.4089989E+00 2.1702721E+00 5.8888773E-01
1.000000E+12 1.778E+15 302 3.800E-4 2.250141E-1 1.783540E+1 4.112340E-1 7.709850E+1 2.435691E-1 1.985890E+1 4.205810E-1 7.754320E+1 7.6179614E+00 1.0189386E+01 2.2224019E+00 5.7348678E-01
1.468000E+12 1.778E+15 302 3.800E-4 2.123923E-1 1.651550E+1 4.047630E-1 7.684460E+1 2.318510E-1 1.855750E+1 4.142210E-1 7.729300E+1 8.3927609E+00 1.1003637E+01 2.2833222E+00 5.8013015E-01
2.154000E+12 1.778E+15 302 3.800E-4 1.992712E-1 1.518890E+1 3.982600E-1 7.655530E+1 2.195879E-1 1.724840E+1 4.079590E-1 7.701670E+1 9.2521947E+00 1.1940238E+01 2.3774448E+00 5.9909085E-01
3.162000E+12 1.778E+15 302 3.800E-4 1.856455E-1 1.385470E+1 3.915460E-1 7.624130E+1 2.068189E-1 1.593180E+1 4.016180E-1 7.672240E+1 1.0237652E+01 1.3037447E+01 2.5078557E+00 6.2706589E-01
4.642000E+12 1.778E+15 302 3.800E-4 1.715849E-1 1.252030E+1 3.845180E-1 7.590660E+1 1.935283E-1 1.460510E+1 3.950370E-1 7.641590E+1 1.1338600E+01 1.4274466E+01 2.6627885E+00 6.6648433E-01
6.813000E+12 1.778E+15 302 3.800E-4 1.572543E-1 1.120100E+1 3.772500E-1 7.552430E+1 1.797404E-1 1.327110E+1 3.882800E-1 7.606360E+1 1.2510320E+01 1.5598556E+01 2.8407335E+00 7.0901193E-01
1.000000E+13 1.778E+15 302 3.800E-4 1.428848E-1 9.916800E+0 3.697260E-1 7.508730E+1 1.655704E-1 1.194120E+1 3.812260E-1 7.567350E+1 1.3701483E+01 1.6953070E+01 3.0165833E+00 7.7464370E-01
1.468000E+13 1.778E+15 302 3.800E-4 1.287319E-1 8.687900E+0 3.617940E-1 7.461550E+1 1.512181E-1 1.063360E+1 3.737960E-1 7.524920E+1 1.4870045E+01 1.8297660E+01 3.2108423E+00 8.4213520E-01
2.154000E+13 1.778E+15 302 3.800E-4 1.150417E-1 7.532100E+0 3.535270E-1 7.407950E+1 1.369297E-1 9.368500E+0 3.660730E-1 7.475970E+1 1.5984845E+01 1.9601857E+01 3.4271853E+00 9.0984849E-01
